token,tag,pos
ارګان,X,other
سره,ADP,adposition
تړلو,X,other
کسانو,NOUN,noun
او,CONJ,coordinating conjunction
اجناسو,CONJ,coordinating conjunction
په,PRT,particle
څیر,X,other
چلند,X,other
کېږي,VERB,verb
د,X,other
افغانستان,NOUN,proper noun
د,X,other
جمهوري,X,other
ریاست,NOUN,noun
ویاند,X,other
صدیق,NOUN,noun
صدیقي,NOUN,noun
خبریالانو,NOUN,noun
ته,PRT,particle
وویل,VERB,verb
،,PUNCT,punctuation
د,X,other
کورنیو,X,other
چارو,X,other
وزارت,NOUN,noun
هڅه,NOUN,noun
کوي,VERB,verb
چې,PRT,particle
د,X,other
سلام,X,other
مخابراتي,NOUN,noun
شرکت,X,other
امنیت,NOUN,noun
وساتي,X,other
.,PUNCT,punctuation
هغه,PRON,pronoun
طالبان,NOUN,proper noun
د,X,other
ټکنالوژۍ,X,other
دښمن,X,other
وباله,NOUN,noun
او,CONJ,coordinating conjunction
زیاته,ADV,adverb
یې,ADP,adposition
کړه,VERB,verb
:,PUNCT,punctuation
"""",PUNCT,punctuation
موږ,PUNCT,punctuation
هیله,PRON,pronoun
لرو,X,other
چې,PRT,particle
زموږ,X,other
امنیتي,ADJ,adjective
شرکتونه,X,other
د,X,other
دغه,DET,determiner
شرکت,PRON,pronoun
لپاره,X,other
امنیتي,ADJ,adjective
تدابیر,X,other
ونیسي,X,other
،,PUNCT,punctuation
ترڅو,ADV,adverb
طالبان,NOUN,proper noun
ورته,X,other
زیان,NOUN,noun
ونشي,X,other
رسولی,X,other
سلام,X,other
یو,DET,determiner
دولتي,X,other
مخابراتي,ADJ,adjective
شرکت,X,other
دی,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
له,PRT,particle
څو,ADV,adverb
کلونو,NOUN,noun
راهیسې,X,other
د,X,other
یو,DET,determiner
شمیر,NOUN,noun
نورو,DET,determiner
خصوصي,X,other
مخابراتي,ADJ,adjective
شرکتونو,X,other
ترڅنګ,X,other
په,PRT,particle
افغانستان,NOUN,proper noun
کې,PRT,particle
فعالیت,X,other
کوي,VERB,verb
.,PUNCT,punctuation
له,PRT,particle
دې,PRON,pronoun
وړاندې,ADP,adposition
د,X,other
افغانستان,NOUN,proper noun
یو,DET,determiner
شمیر,NOUN,noun
خصوصي,X,other
مخابراتي,ADJ,adjective
شرکتونو,X,other
د,X,other
وسلهوالو,X,other
طالبانو,NOUN,proper noun
د,X,other
ګواښونو,X,other
له,PRT,particle
امله,X,other
په,PRT,particle
مزارشریف,NOUN,proper noun
ښار,NOUN,noun
کې,PRT,particle
خپل,ADJ,adjective
فعالیتونه,ADJ,adjective
ودرولي,X,other
وو,X,other
.,PUNCT,punctuation
د,X,other
مخابراتو,X,other
او,CONJ,coordinating conjunction
معلوماتي,CONJ,coordinating conjunction
ټکنالوژۍ,X,other
وزارت,NOUN,noun
وویل,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
سلام,X,other
مخابراتي,NOUN,noun
شرکت,X,other
په,PRT,particle
دغه,DET,determiner
ښار,NOUN,noun
کې,PRT,particle
خپل,ADJ,adjective
فعالیت,ADJ,adjective
ته,PRT,particle
دوام,PRON,pronoun
ورکړی,NOUN,noun
او,CONJ,coordinating conjunction
په,PRT,particle
کار,NOUN,noun
کې,PRT,particle
یې,ADP,adposition
هیڅ,DET,determiner
ډول,DET,determiner
خنډ,NOUN,noun
نه,PRT,particle
دی,VERB,verb
راغلی,PRON,pronoun
.,PUNCT,punctuation
د,X,other
افغانستان,NOUN,proper noun
د,X,other
روبات,X,other
جوړوونکو,X,other
انجونو,X,other
د,X,other
چین,NOUN,proper noun
په,PRT,particle
نړیوالو,ADJ,adjective
سیالیو,X,other
کې,PRT,particle
د,X,other
ویاړ,X,other
مډال,X,other
په,PRT,particle
ګټلو,X,other
سره,ADP,adposition
،,PUNCT,punctuation
د,X,other
اروپا,NOUN,proper noun
روباتیکو,NOUN,proper noun
سیالیو,X,other
ته,PRT,particle
لار,PRON,pronoun
پیدا,NOUN,noun
کړه,VERB,verb
.,PUNCT,punctuation
د,X,other
افغانستان,NOUN,proper noun
د,X,other
روبات,X,other
جوړوونکو,X,other
د,X,other
لوبډلې,X,other
مسوول,X,other
محمود,ADJ,adjective
رضايي,X,other
امریکا,NOUN,proper noun
غږ,NOUN,noun
ته,PRT,particle
وویل,VERB,verb
،,PUNCT,punctuation
د,X,other
چین,NOUN,proper noun
د,X,other
روبات,X,other
په,PRT,particle
نړیوالو,ADJ,adjective
سیالیو,X,other
کې,PRT,particle
،,PUNCT,punctuation
چې,PRT,particle
د,X,other
نړۍ,NOUN,noun
د,X,other
مختلفو,ADJ,adjective
هیوادونو,NOUN,noun
د,X,other
۱۱۳,X,other
لوبډلو,X,other
په,PRT,particle
ګډون,X,other
په,PRT,particle
"""",PUNCT,punctuation
چانګ,PUNCT,punctuation
کینګ,X,other
"""",PUNCT,punctuation
ښار,NOUN,noun
کې,PRT,particle
وشوې,X,other
،,PUNCT,punctuation
افغانستان,NOUN,proper noun
د,X,other
ویاړ,X,other
مډال,X,other
ترلاسه,X,other
کړ,VERB,verb
.,PUNCT,punctuation
د,X,other
چین,NOUN,proper noun
د,X,other
روباتیکو,X,other
نړیوالو,ADJ,adjective
سیالیو,X,other
د,X,other
کم,ADJ,adjective
عمره,ADJ,adjective
لوبغاړو,X,other
د,X,other
زیرک,X,other
ښار,NOUN,noun
(,PUNCT,punctuation
),PUNCT,punctuation
په,PRT,particle
برخه,NOUN,noun
کې,PRT,particle
،,PUNCT,punctuation
د,X,other
هرات,NOUN,proper noun
ولایت,NOUN,noun
دریو,X,other
نجونو,X,other
د,X,other
افغانستان,NOUN,proper noun
په,PRT,particle
استازیتوب,X,other
ګډون,X,other
کړی,VERB,verb
درلود,X,other
.,PUNCT,punctuation
د,X,other
ښاغلي,NOUN,noun
رضايي,X,other
پر,PRT,particle
وینا,X,other
دا,DET,determiner
افغان,NOUN,proper noun
انجونې,NOUN,proper noun
به,PRT,particle
د,X,other
روان,X,other
عیسوي,X,other
کال,NOUN,noun
په,PRT,particle
نومبر,X,other
کې,PRT,particle
د,X,other
مجارستان,X,other
په,PRT,particle
کوربهتوب,X,other
د,X,other
اروپا,NOUN,proper noun
د,X,other
روبات,X,other
په,PRT,particle
نړیوالو,ADJ,adjective
سیالیو,X,other
کې,PRT,particle
هم,ADP,adposition
ګډون,X,other
وکړي,VERB,verb
.,PUNCT,punctuation
هغه,PRON,pronoun
زیاته,ADV,adverb
کړه,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
د,X,other
افغانستان,NOUN,proper noun
لوبډلې,NOUN,proper noun
د,X,other
چین,NOUN,proper noun
په,PRT,particle
سیالیو,X,other
کې,PRT,particle
له,PRT,particle
یو,DET,determiner
زیرک,X,other
روبات,X,other
سره,ADP,adposition
،,PUNCT,punctuation
چې,PRT,particle
د,X,other
رنګونو,X,other
د,X,other
تشخیصولو,X,other
او,CONJ,coordinating conjunction
د,X,other
وسایلو,NOUN,noun
د,X,other
ځای,X,other
پر,PRT,particle
ځای,X,other
کولو,NOUN,noun
وړتیا,X,other
درلوده,X,other
،,PUNCT,punctuation
ګډون,X,other
کړی,VERB,verb
وو,X,other
.,PUNCT,punctuation
ښاغلي,NOUN,noun
رضايي,X,other
وویل,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
افغان,NOUN,proper noun
لوبډله,NOUN,proper noun
به,PRT,particle
د,X,other
اروپا,NOUN,proper noun
سیالیو,NOUN,proper noun
ته,PRT,particle
د,X,other
چمتوالي,X,other
لپاره,X,other
د,X,other
پروګرامونو,X,other
په,PRT,particle
لیکلو,X,other
سره,ADP,adposition
پر,PRT,particle
همدې,DET,determiner
روبات,X,other
کار,NOUN,noun
وکړي,VERB,verb
.,PUNCT,punctuation
ټاکل,PUNCT,punctuation
شوې,VERB,verb
چې,PRT,particle
د,X,other
اروپا,NOUN,proper noun
په,PRT,particle
نړیوالو,ADJ,adjective
روباتیکو,X,other
سیالیو,X,other
کې,PRT,particle
د,X,other
نړۍ,NOUN,noun
د,X,other
مختلفو,ADJ,adjective
هیوادونو,NOUN,noun
نږدې,X,other
سل,X,other
لوبډلې,NOUN,noun
ګډون,X,other
وکړي,VERB,verb
.,PUNCT,punctuation
ساینسپوهانو,PUNCT,punctuation
په,PRT,particle
لومړي,X,other
ځل,NOUN,noun
په,PRT,particle
فضا,NOUN,noun
کې,PRT,particle
د,X,other
تور,X,other
غار,ADJ,adjective
یو,DET,determiner
تصویر,X,other
اخیستی,VERB,verb
او,CONJ,coordinating conjunction
خپور,CONJ,coordinating conjunction
کړی,VERB,verb
دی,VERB,verb
.,PUNCT,punctuation
له,PRT,particle
تېرو,X,other
څو,ADV,adverb
لسیزو,X,other
راهېسې,X,other
ساینسپوهانو,X,other
په,PRT,particle
فضا,NOUN,noun
کې,PRT,particle
د,X,other
تور,X,other
غار,ADJ,adjective
-,PUNCT,punctuation
په,PRT,particle
اړه,X,other
خبرې,X,other
کولې,NOUN,noun
خو,CONJ,coordinating conjunction
تر,ADP,adposition
دې,PRON,pronoun
دمه,PRT,particle
یې,ADP,adposition
کوم,VERB,verb
تصویر,X,other
خپور,X,other
شوی,VERB,verb
نه,PRT,particle
و,CONJ,coordinating conjunction
.,PUNCT,punctuation
دا,DET,determiner
لومړۍ,X,other
ځل,NOUN,noun
دی,VERB,verb
چې,PRT,particle
د,X,other
نړۍ,NOUN,noun
اتو,NOUN,noun
تیلیسکوپونو,NOUN,noun
په,PRT,particle
ګډه,X,other
د,X,other
دغې,X,other
تورې,DET,determiner
فضايي,X,other
کندې,ADJ,adjective
تصویر,X,other
اخیستی,VERB,verb
دی,VERB,verb
.,PUNCT,punctuation
ساینسپوهان,PUNCT,punctuation
وايي,VERB,verb
چې,PRT,particle
دغه,DET,determiner
تور,PRON,pronoun
غار,ADJ,adjective
۴۰,X,other
میلیارد,X,other
کیلو,X,other
مېتره,X,other
ژوره,X,other
ده,VERB,verb
چې,PRT,particle
د,X,other
ځمکې,X,other
د,X,other
ژوروالي,X,other
درې,NUM,numeral
میلیون,NUM,numeral
برابره,X,other
کیږي,VERB,verb
.,PUNCT,punctuation
ویل,VERB,verb
کیږي,VERB,verb
چې,PRT,particle
دا,DET,determiner
توره,X,other
فضايي,NOUN,noun
خلا,ADJ,adjective
له,PRT,particle
ځمکې,X,other
څخه,ADP,adposition
۵۰۰,X,other
میلیون,NUM,numeral
تریلیون,X,other
کیلو,X,other
مېتر,X,other
لېرې,X,other
ده,VERB,verb
.,PUNCT,punctuation
په,PRT,particle
واشنګټن,X,other
ډي,X,other
سي,X,other
کې,PRT,particle
د,X,other
سمیتسونین,X,other
د,X,other
مرکز,NOUN,noun
یو,DET,determiner
استاد,X,other
"""",PUNCT,punctuation
شییرد,PUNCT,punctuation
دوالمن,X,other
"""",PUNCT,punctuation
د,X,other
دغه,DET,determiner
نوي,PRON,pronoun
انکشاف,NUM,numeral
په,PRT,particle
اړه,X,other
خبریالانو,NOUN,noun
ته,PRT,particle
وویل,VERB,verb
"""",PUNCT,punctuation
هغه,PRON,pronoun
څه,PRON,pronoun
مو,X,other
چې,PRT,particle
فکر,X,other
کاوه,X,other
نه,PRT,particle
لیدل,X,other
کیږي,VERB,verb
،,PUNCT,punctuation
ولیده,X,other
.,PUNCT,punctuation
موږ,PUNCT,punctuation
په,PRT,particle
فضا,NOUN,noun
کې,PRT,particle
تور,X,other
غار,ADJ,adjective
ولید,X,other
او,CONJ,coordinating conjunction
تصویر,CONJ,coordinating conjunction
مو,X,other
ځنې,PRON,pronoun
واخیست,PRT,particle
په,PRT,particle
تصویر,X,other
کې,PRT,particle
د,X,other
سایسنپوهانو,X,other
په,PRT,particle
باور,X,other
د,X,other
یو,DET,determiner
تور,X,other
غار,ADJ,adjective
په,PRT,particle
شاوخوا,X,other
کې,PRT,particle
د,X,other
اور,X,other
یوه,DET,determiner
روښانه,DET,determiner
حلقه,NOUN,proper noun
لیدل,NOUN,noun
کیږي,VERB,verb
.,PUNCT,punctuation
د,X,other
تور,X,other
فضايي,ADJ,adjective
غار,ADJ,adjective
د,X,other
جاذبې,X,other
قوت,X,other
دومره,X,other
زیات,DET,determiner
دی,VERB,verb
چې,PRT,particle
حتی,X,other
نور,X,other
هم,ADP,adposition
ترې,X,other
وتلی,X,other
نشي,ADJ,adjective
او,CONJ,coordinating conjunction
هر,DET,determiner
څه,ADJ,adjective
جذبوي,X,other
.,PUNCT,punctuation
سره,ADP,adposition
له,PRT,particle
دې,PRON,pronoun
چې,PRT,particle
په,PRT,particle
فضا,NOUN,noun
کې,PRT,particle
دغه,DET,determiner
تور,PRON,pronoun
غار,ADJ,adjective
نشي,X,other
لیدل,X,other
کېدی,X,other
خو,CONJ,coordinating conjunction
د,X,other
هغې,PRON,pronoun
د,X,other
دوران,NOUN,noun
سرعت,X,other
،,PUNCT,punctuation
الکترونیکي,X,other
بار,X,other
او,CONJ,coordinating conjunction
تیږو,CONJ,coordinating conjunction
اندازه,X,other
امکان,X,other
لري,VERB,verb
.,PUNCT,punctuation
سایسنپوهان,PUNCT,punctuation
وایي,X,other
چې,PRT,particle
په,PRT,particle
خلا,X,other
کې,PRT,particle
نور,X,other
ډیر,ADJ,adjective
تور,X,other
غارونه,ADJ,adjective
هم,ADP,adposition
شته,X,other
.,PUNCT,punctuation
د,X,other
کورنیو,X,other
چارو,X,other
وزارت,NOUN,noun
د,X,other
مخابراتو,X,other
او,CONJ,coordinating conjunction
معلوماتي,CONJ,coordinating conjunction
ټکنالوژۍ,X,other
د,X,other
وزارت,NOUN,noun
په,PRT,particle
مرسته,X,other
د,X,other
اسان,X,other
خدمت,ADJ,adjective
د,X,other
پروګرام,X,other
له,PRT,particle
لارې,X,other
نن,ADV,adverb
د,X,other
سه,X,other
شنبې,NOUN,noun
په,PRT,particle
ورځ,NOUN,noun
(,PUNCT,punctuation
),PUNCT,punctuation
د,X,other
لومړي,X,other
ځل,NOUN,noun
لپاره,X,other
په,PRT,particle
انلاین,ADJ,adjective
بڼه,X,other
کابل,NOUN,proper noun
کې,PRT,particle
خلکو,NOUN,noun
ته,PRT,particle
د,X,other
پاسپورټونو,NOUN,noun
د,X,other
ورکړې,X,other
پروګرام,X,other
پیل,NOUN,noun
کړ,VERB,verb
.,PUNCT,punctuation
دا,DET,determiner
انلاین,ADJ,adjective
سیستم,X,other
په,PRT,particle
یو,DET,determiner
ساعت,X,other
کې,PRT,particle
شپږ,X,other
زرو,X,other
کارونکو,X,other
ته,PRT,particle
د,X,other
دې,PRON,pronoun
امکان,PRON,pronoun
ورکوي,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
د,X,other
پاسپورټ,NOUN,noun
د,X,other
اخیستلو,X,other
لپاره,X,other
فورمې,PRON,pronoun
د,X,other
لرې,X,other
واټن,ADJ,adjective
څخه,ADP,adposition
په,PRT,particle
انلاین,ADJ,adjective
بڼه,X,other
ډکې,NOUN,noun
،,PUNCT,punctuation
د,X,other
پاسپورټ,NOUN,noun
ریاست,NOUN,noun
ته,PRT,particle
خپل,ADJ,adjective
غوښتنلیکونه,ADJ,adjective
واستوي,X,other
او,CONJ,coordinating conjunction
دغه,DET,determiner
ریاست,NOUN,noun
ته,PRT,particle
د,X,other
ورتګ,X,other
وخت,NOUN,noun
او,CONJ,coordinating conjunction
نیټه,CONJ,coordinating conjunction
ځانونه,X,other
ته,PRT,particle
معلومه,PRON,pronoun
کړي,VERB,verb
.,PUNCT,punctuation
د,X,other
افغانستان,NOUN,proper noun
د,X,other
مخابراتو,X,other
او,CONJ,coordinating conjunction
معلوماتي,CONJ,coordinating conjunction
ټکنالوژۍ,X,other
وزیر,NOUN,noun
شهزاد,X,other
ګل,X,other
اریوبي,X,other
د,X,other
دغه,DET,determiner
پروګرام,PRON,pronoun
د,X,other
پیل,NOUN,noun
غونډې,X,other
ته,PRT,particle
وویل,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
دا,DET,determiner
د,X,other
الکټرونیکي,ADJ,adjective
حکومتوالۍ,X,other
د,X,other
پروګرام,X,other
یوه,DET,determiner
برخه,NOUN,noun
ده,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
د,X,other
افغان,NOUN,proper noun
متخصیصینو,NOUN,proper noun
له,PRT,particle
خوا,X,other
ډیزاین,NOUN,noun
شوی,VERB,verb
دی,VERB,verb
.,PUNCT,punctuation
ښاغلي,NOUN,noun
اریوبي,X,other
وویل,VERB,verb
"""",PUNCT,punctuation
دا,DET,determiner
لومړی,X,other
ګام,ADJ,adjective
دی,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
مونږ,X,other
یې,ADP,adposition
د,X,other
پاسپورټ,NOUN,noun
له,PRT,particle
ریاست,NOUN,noun
پیلوو,X,other
،,PUNCT,punctuation
هڅه,NOUN,noun
کوو,NOUN,noun
،,PUNCT,punctuation
چې,PRT,particle
ټولو,ADV,adverb
ولایتونو,X,other
ته,PRT,particle
يې,PRON,pronoun
پراخه,NOUN,noun
کړو,X,other
،,PUNCT,punctuation
له,PRT,particle
ولایتونو,X,other
وروسته,X,other
به,PRT,particle
ټولو,ADV,adverb
کونسلګریو,X,other
او,CONJ,coordinating conjunction
سفارتونو,CONJ,coordinating conjunction
ته,PRT,particle
دا,DET,determiner
پروګرام,X,other
وغځول,NOUN,noun
شي,VERB,verb
،,PUNCT,punctuation
باید,X,other
د,X,other
ټول,ADV,adverb
هیواد,NOUN,noun
لپاره,X,other
د,X,other
پاسپورټ,NOUN,noun
یو,DET,determiner
سیستم,X,other
وجود,X,other
ولري,NOUN,noun
او,CONJ,coordinating conjunction
هغه,PRON,pronoun
هم,ADP,adposition
باید,X,other
یو,DET,determiner
مرکزي,ADJ,adjective
سیستم,ADJ,adjective
اوسي,X,other
.,PUNCT,punctuation
دا,DET,determiner
زمونږ,X,other
طرحه,X,other
ده,VERB,verb
د,X,other
مخابراتو,X,other
او,CONJ,coordinating conjunction
معلوماتي,CONJ,coordinating conjunction
ټکنالوژۍ,X,other
وزیر,NOUN,noun
د,X,other
دغه,DET,determiner
سیستم,PRON,pronoun
د,X,other
ځانګړتیاو,X,other
په,PRT,particle
اړه,X,other
د,X,other
خبرو,X,other
پر,PRT,particle
مهال,X,other
،,PUNCT,punctuation
د,X,other
پاسپورټ,NOUN,noun
د,X,other
څانګو,X,other
څخه,ADP,adposition
شیبه,X,other
په,PRT,particle
شیبه,X,other
د,X,other
خبر,NOUN,noun
ترلاسه,NOUN,noun
کول,X,other
،,PUNCT,punctuation
د,X,other
الکټرونیکي,ADJ,adjective
پیژندپاڼې,X,other
د,X,other
معلوماتو,NOUN,noun
پراساس,X,other
د,X,other
سرحدونو,X,other
او,CONJ,coordinating conjunction
هوايي,CONJ,coordinating conjunction
ډګرونو,ADJ,adjective
سره,ADP,adposition
نښلیدل,X,other
او,CONJ,coordinating conjunction
هم,ADP,adposition
د,X,other
پاسپورټ,NOUN,noun
د,X,other
غوښتونکو,X,other
د,X,other
نوبت,X,other
تنظیم,NOUN,noun
،,PUNCT,punctuation
انټرنیتي,X,other
مصونیت,X,other
،,PUNCT,punctuation
د,X,other
پاسپورټ,NOUN,noun
د,X,other
ترلاسه,X,other
کولو,X,other
د,X,other
پړاونو,X,other
ساده,X,other
کول,ADJ,adjective
د,X,other
دغه,DET,determiner
پروګرام,PRON,pronoun
د,X,other
ځانګړتیاو,X,other
په,PRT,particle
توګه,X,other
یاد,NOUN,noun
کړل,VERB,verb
.,PUNCT,punctuation
د,X,other
افغانستان,NOUN,proper noun
د,X,other
پاسپورټ,NOUN,noun
عمومي,NOUN,noun
ریاست,NOUN,noun
وايي,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
دا,DET,determiner
پروګرام,X,other
به,PRT,particle
د,X,other
دغه,DET,determiner
ریاست,NOUN,noun
د,X,other
پاسپورټ,NOUN,noun
د,X,other
ویشلو,X,other
بهیر,X,other
د,X,other
اوس,ADV,adverb
پرتله,NOUN,noun
پنځه,NUM,numeral
ځلې,NUM,numeral
لوړ,X,other
کړي,VERB,verb
.,PUNCT,punctuation
د,X,other
پاسپورټ,NOUN,noun
رئیس,NOUN,noun
جنرال,X,other
سید,NOUN,noun
عمر,X,other
صبور,NOUN,noun
د,X,other
دې,PRON,pronoun
پروګرام,PRON,pronoun
د,X,other
پرانیستې,X,other
غونډې,X,other
ته,PRT,particle
وویل,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
اوس,ADV,adverb
مهال,X,other
دا,DET,determiner
ریاست,NOUN,noun
په,PRT,particle
ورځ,NOUN,noun
کې,PRT,particle
دوه,NUM,numeral
زره,NUM,numeral
کسانو,NOUN,noun
ته,PRT,particle
پاسپورټ,NOUN,noun
ورکولی,NOUN,noun
شي,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
د,X,other
دغه,DET,determiner
نوي,PRON,pronoun
پروګرام,NUM,numeral
له,PRT,particle
لارې,X,other
به,PRT,particle
دا,DET,determiner
ریاست,NOUN,noun
په,PRT,particle
ورځ,NOUN,noun
کې,PRT,particle
لس,X,other
زره,NUM,numeral
کسانو,NOUN,noun
ته,PRT,particle
پاسپورت,NOUN,noun
ورکړيهغه,X,other
وویل,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
دا,DET,determiner
پروګرام,X,other
به,PRT,particle
په,PRT,particle
افغانستان,NOUN,proper noun
کې,PRT,particle
د,X,other
جعلې,X,other
پاسپورټونو,NOUN,noun
مخه,ADP,adposition
ونیسي,NOUN,noun
او,CONJ,coordinating conjunction
هم,ADP,adposition
به,PRT,particle
افغانستان,NOUN,proper noun
څخه,ADP,adposition
د,X,other
قانوني,X,other
تعقیب,ADJ,adjective
لاندې,ADP,adposition
